2019-07-14 10:40:42,458:'e'
2019-07-14 10:40:42,602:'r'
2019-07-14 10:40:42,731:'e'
2019-07-14 10:40:47,686:Key.esc
2019-07-14 10:42:05,307:Key.space
2019-07-14 10:42:06,041:'k'
2019-07-14 10:42:06,185:'r'
2019-07-14 10:42:06,308:'u'
2019-07-14 10:42:06,381:'n'
2019-07-14 10:42:06,636:'a'
2019-07-14 10:42:06,716:'l'
2019-07-14 10:42:07,608:Key.alt
2019-07-14 10:42:07,695:Key.tab
2019-07-14 10:42:08,600:Key.alt
2019-07-14 10:42:08,879:Key.tab
2019-07-14 10:42:09,714:Key.tab
2019-07-14 10:42:14,914:Key.esc
2019-07-14 10:50:48,064:Key.esc
